ValueId,StudyId,Year_Pub,Country_Codes,Int$_Per_Hectare_Per_Year,Continent,Site_Area_In_Hectares,Latitude,Longitude,Coastal_dunes,Coastal_lakes_and_lagoons,Coastal_river_deltas,Coastal_salt_marshes_and_reedbeds,Coral_reefs,Kelp_forests,Mangroves,Muddy_shorelines,_Plantations,Riverine_estuaries_and_bays,Rocky_shorelines,Sandy_shorelines,Seagrass_meadows,Shellfish_beds_and_reefs,Subtidal_sand_beds,_Tropical_cloud_forests,Tropical_dry_forests,Tropical_rain_forests,Aesthetic_information,Air_quality_regulation,Biological_control,Climate_regulation,Erosion_prevention,"Existence,_bequest_values",Food,Genetic_resources,Information_for_cognitive_development,"Inspiration_for_culture,_art_and_design",Maintenance_of_genetic_diversity,Maintenance_of_life_cycles,Maintenance_of_soil_fertility,Medicinal_resources,Moderation_of_extreme_events,Opportunities_for_recreation_and_tourism,Ornamental_resources,Pollination,Raw_materials,Regulation_of_water_flows,Spiritual_experience,Waste_treatment,Water,CE,CV,DC,FI,GV,HP,IO,MP,OC,PF,PP,RC,RT,SC,TC,VT,OT,Valued_Change,Number_Of_Beneficiaries,Site_Condition,Ecosystem_Condition,Real_GDP_per_capita,Population_in_25_km_radius,Population_in_50_km_radius,Population_in_75_km_radius,Ecosystem_area_in_25_km_radius,Ecosystem_area_in_50_km_radius,Ecosystem_area_in_75_km_radius,Length_of_coastal_segment,Urbanization_index,Reference
8260123,826,2010,NLD,4174.4766,Europe,2549,51.771667,4.215833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260121,826,2010,NLD,1488.3412,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260120,826,2010,NLD,1488.3412,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260119,826,2010,NLD,0.0855,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260118,826,2010,NLD,2889.8032,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260117,826,2010,NLD,1267.5825,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260116,826,2010,NLD,489.942,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260115,826,2010,NLD,995.5507,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260114,826,2010,NLD,1739.0092,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260113,826,2010,NLD,76.9095,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260112,826,2010,NLD,3616.1706,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260111,826,2010,NLD,384.5475,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260110,826,2010,NLD,1287.522,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260109,826,2010,NLD,112.5157,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
8260108,826,2010,NLD,123.9097,Europe,610,51.771667,4.215833,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Value of ecosystem service under the Open Haringvliet (restoration) scenario,,"The Haringvliet was closed in 1971 by the Haringvlietdam. Opening it will require removal of this dam (see Fig. 6). This will reintroduce tide in the whole area up to the Biesbosch. From the west salt water will enter a part of the area, while freshwater from the rivers will flow through the arm to the sea. The freshwater-saltwater gradient is restored. The location of this gradient zone will depend on theamount of fresh water that will flow in, but will occur mostly in the west area of the Haringvliet. Triggered by tide erosion and sedimentation processes will form channels and islands again. The shallow zones along the dikes will rise because of sedimentation and wetlands will develop here. Figure 5 shows the current and a future scenario of how the Haringvliet could be developed with restored estuarine dynamics. It should be underlined that this map shows a global, possible future scenario that formed input for this research. The actual future development can differ from this scenario. Current dikes have insufficient height and can be replaced by ?Klimaatdijken? (climate dikes) which are dikes that are unusually broad and because of their large area and slope provide opportunity for functions like recreation, residence and agriculture. The area outside the dikes is enlarged by placing the Klimaatdijken more inland, (considering urban areas) to create a strip of land subject to tide and sedimentation. Here wetlands will (re-)establish, providing the opportunity of recreation, contributing to the storm buffering capacity and also support plant and animal populations by supporting the local ecosystem. Opening the Haringvlietdam will also influence the Voordelta (i.e. parts of Haringvlietdelta beyond the dam and adjacent coastal area), which is why this area was also included in the investigation. Taken together, the study area has a size of about 81.000 ha.",Well-functioning (or extensively managed),,,,,,,,,,"Bönhke-Heinrichs, A., & De Groot, R. S. (2010). A pilot study on the consequences of an Open Haringvliet-Scenario for changes in ecosystem services and their monetary value."
